bed1,bed2,jaccA,jaccB
CTCF_hg38_c3.bed,SOX4_hg38_c3.bed,0.052591,0.074032
BRCA1_hg38_c3.bed,SOX6_hg38_c3.bed,0.130030,0.159811
CTCF_hg38_c3.bed,SOX6_hg38_c3.bed,0.079421,0.111261
BRCA1_hg38_c3.bed,SOX8_hg38_c3.bed,0.061810,0.088437
CTCF_hg38_c3.bed,SOX8_hg38_c3.bed,0.050975,0.067111
BRCA1_hg38_c3.bed,SOX9_hg38_c3.bed,0.140919,0.177062
CTCF_hg38_c3.bed,SOX9_hg38_c3.bed,0.024673,0.036021
BRCA1_hg38_c3.bed,SP140L_hg38_c3.bed,0.164381,0.202684
CTCF_hg38_c3.bed,SP140L_hg38_c3.bed,0.054691,0.076555
BRCA1_hg38_c3.bed,SP1_hg38_c3.bed,0.136819,0.163248
CTCF_hg38_c3.bed,SP1_hg38_c3.bed,0.152747,0.201173
BRCA1_hg38_c3.bed,SP2_hg38_c3.bed,0.178414,0.223679
CTCF_hg38_c3.bed,SP2_hg38_c3.bed,0.055523,0.076236
BRCA1_hg38_c3.bed,SP3_hg38_c3.bed,0.165544,0.214698
CTCF_hg38_c3.bed,SP3_hg38_c3.bed,0.032122,0.047573
BRCA1_hg38_c3.bed,SP4_hg38_c3.bed,0.177234,0.219960
CTCF_hg38_c3.bed,SP4_hg38_c3.bed,0.061230,0.084591
BRCA1_hg38_c3.bed,SP5_hg38_c3.bed,0.167008,0.204553
CTCF_hg38_c3.bed,SP5_hg38_c3.bed,0.062716,0.087190
BRCA1_hg38_c3.bed,SP7_hg38_c3.bed,0.152662,0.193353
CTCF_hg38_c3.bed,SP7_hg38_c3.bed,0.069254,0.098507
BRCA1_hg38_c3.bed,SPDEF_hg38_c3.bed,0.139717,0.173507
CTCF_hg38_c3.bed,SPDEF_hg38_c3.bed,0.059698,0.083372
BRCA1_hg38_c3.bed,SPI1_hg38_c3.bed,0.063049,0.088022
CTCF_hg38_c3.bed,SPI1_hg38_c3.bed,0.144704,0.186818
BRCA1_hg38_c3.bed,SPIB_hg38_c3.bed,0.036498,0.048883
CTCF_hg38_c3.bed,SPIB_hg38_c3.bed,0.032098,0.041728
BRCA1_hg38_c3.bed,SPIN1_hg38_c3.bed,0.029595,0.036006
CTCF_hg38_c3.bed,SPIN1_hg38_c3.bed,0.004268,0.005589
BRCA1_hg38_c3.bed,SRC_hg38_c3.bed,0.030334,0.038472
CTCF_hg38_c3.bed,SRC_hg38_c3.bed,0.006203,0.008841
BRCA1_hg38_c3.bed,SREBF1_hg38_c3.bed,0.129740,0.164366
CTCF_hg38_c3.bed,SREBF1_hg38_c3.bed,0.025842,0.037095
BRCA1_hg38_c3.bed,SREBF2_hg38_c3.bed,0.085399,0.111073
CTCF_hg38_c3.bed,SREBF2_hg38_c3.bed,0.024454,0.032951
BRCA1_hg38_c3.bed,SREBP2_hg38_c3.bed,0.109570,0.140905
CTCF_hg38_c3.bed,SREBP2_hg38_c3.bed,0.108738,0.141539
BRCA1_hg38_c3.bed,SRF_hg38_c3.bed,0.155962,0.193485
CTCF_hg38_c3.bed,SRF_hg38_c3.bed,0.061359,0.085832
BRCA1_hg38_c3.bed,SRSF1_hg38_c3.bed,0.162311,0.206235
CTCF_hg38_c3.bed,SRSF1_hg38_c3.bed,0.045323,0.062030
BRCA1_hg38_c3.bed,SRSF3_hg38_c3.bed,0.118726,0.152931
CTCF_hg38_c3.bed,SRSF3_hg38_c3.bed,0.054834,0.071203
BRCA1_hg38_c3.bed,SRSF4_hg38_c3.bed,0.056578,0.069252
CTCF_hg38_c3.bed,SRSF4_hg38_c3.bed,0.010763,0.014030
BRCA1_hg38_c3.bed,SRSF7_hg38_c3.bed,0.111018,0.140793
CTCF_hg38_c3.bed,SRSF7_hg38_c3.bed,0.025509,0.034456
BRCA1_hg38_c3.bed,SRSF9_hg38_c3.bed,0.002893,0.002549
CTCF_hg38_c3.bed,SRSF9_hg38_c3.bed,0.001178,0.001225
BRCA1_hg38_c3.bed,SS18-SSX_hg38_c3.bed,0.117009,0.149917
CTCF_hg38_c3.bed,SS18-SSX_hg38_c3.bed,0.059948,0.081606
BRCA1_hg38_c3.bed,SS18_hg38_c3.bed,0.106908,0.137673
CTCF_hg38_c3.bed,SS18_hg38_c3.bed,0.124717,0.161998
BRCA1_hg38_c3.bed,SSRP1_hg38_c3.bed,0.080080,0.100246
CTCF_hg38_c3.bed,SSRP1_hg38_c3.bed,0.033778,0.044352
BRCA1_hg38_c3.bed,STAG1_hg38_c3.bed,0.133177,0.163998
CTCF_hg38_c3.bed,STAG1_hg38_c3.bed,0.203564,0.247611
BRCA1_hg38_c3.bed,STAG2_hg38_c3.bed,0.145122,0.176390
CTCF_hg38_c3.bed,STAG2_hg38_c3.bed,0.135790,0.175523
BRCA1_hg38_c3.bed,STAT1_hg38_c3.bed,0.117055,0.148679
CTCF_hg38_c3.bed,STAT1_hg38_c3.bed,0.139462,0.183336
BRCA1_hg38_c3.bed,STAT2_hg38_c3.bed,0.028237,0.035544
CTCF_hg38_c3.bed,STAT2_hg38_c3.bed,0.008268,0.011576
BRCA1_hg38_c3.bed,STAT3_hg38_c3.bed,0.073022,0.093657
CTCF_hg38_c3.bed,STAT3_hg38_c3.bed,0.211431,0.269473
BRCA1_hg38_c3.bed,STAT5A_hg38_c3.bed,0.060112,0.076661
CTCF_hg38_c3.bed,STAT5A_hg38_c3.bed,0.037976,0.051974
BRCA1_hg38_c3.bed,STAT5B_hg38_c3.bed,0.132716,0.172020
CTCF_hg38_c3.bed,STAT5B_hg38_c3.bed,0.036722,0.052291
BRCA1_hg38_c3.bed,SUPT16H_hg38_c3.bed,0.054404,0.069080
CTCF_hg38_c3.bed,SUPT16H_hg38_c3.bed,0.017904,0.023097
BRCA1_hg38_c3.bed,SUPT5H_hg38_c3.bed,0.109733,0.148285
CTCF_hg38_c3.bed,SUPT5H_hg38_c3.bed,0.112408,0.145793
BRCA1_hg38_c3.bed,SUPT6H_hg38_c3.bed,0.122939,0.161663
CTCF_hg38_c3.bed,SUPT6H_hg38_c3.bed,0.037956,0.052346
BRCA1_hg38_c3.bed,SUZ12_hg38_c3.bed,0.101280,0.135479
CTCF_hg38_c3.bed,SUZ12_hg38_c3.bed,0.103465,0.134042
BRCA1_hg38_c3.bed,SVIL_hg38_c3.bed,0.000227,0.000317
CTCF_hg38_c3.bed,SVIL_hg38_c3.bed,0.000045,0.000059
BRCA1_hg38_c3.bed,TAF15_hg38_c3.bed,0.145273,0.184486
CTCF_hg38_c3.bed,TAF15_hg38_c3.bed,0.061933,0.081086
BRCA1_hg38_c3.bed,TAF1_hg38_c3.bed,0.150657,0.182411
CTCF_hg38_c3.bed,TAF1_hg38_c3.bed,0.141906,0.182911
BRCA1_hg38_c3.bed,TAF2_hg38_c3.bed,0.016858,0.022974
CTCF_hg38_c3.bed,TAF2_hg38_c3.bed,0.002289,0.003546
BRCA1_hg38_c3.bed,TAF3_hg38_c3.bed,0.150108,0.193799
CTCF_hg38_c3.bed,TAF3_hg38_c3.bed,0.026565,0.037825
BRCA1_hg38_c3.bed,TAF7_hg38_c3.bed,0.135297,0.170324
CTCF_hg38_c3.bed,TAF7_hg38_c3.bed,0.022248,0.031723
BRCA1_hg38_c3.bed,TAF9B_hg38_c3.bed,0.061743,0.082329
CTCF_hg38_c3.bed,TAF9B_hg38_c3.bed,0.008701,0.013386
BRCA1_hg38_c3.bed,TAL1_hg38_c3.bed,0.067504,0.092683
CTCF_hg38_c3.bed,TAL1_hg38_c3.bed,0.110670,0.143947
BRCA1_hg38_c3.bed,TARDBP_hg38_c3.bed,0.131200,0.160469
CTCF_hg38_c3.bed,TARDBP_hg38_c3.bed,0.113546,0.151278
BRCA1_hg38_c3.bed,TASOR_hg38_c3.bed,0.004125,0.005450
CTCF_hg38_c3.bed,TASOR_hg38_c3.bed,0.000517,0.000760
BRCA1_hg38_c3.bed,TBL1XR1_hg38_c3.bed,0.170221,0.205328
CTCF_hg38_c3.bed,TBL1XR1_hg38_c3.bed,0.054777,0.077128
BRCA1_hg38_c3.bed,TBL1X_hg38_c3.bed,0.162453,0.198196
CTCF_hg38_c3.bed,TBL1X_hg38_c3.bed,0.087184,0.118162
BRCA1_hg38_c3.bed,TBP_hg38_c3.bed,0.113422,0.139016
CTCF_hg38_c3.bed,TBP_hg38_c3.bed,0.181166,0.232756
BRCA1_hg38_c3.bed,TBX18_hg38_c3.bed,0.045543,0.057979
CTCF_hg38_c3.bed,TBX18_hg38_c3.bed,0.008984,0.013115
BRCA1_hg38_c3.bed,TBX21_hg38_c3.bed,0.114356,0.142739
CTCF_hg38_c3.bed,TBX21_hg38_c3.bed,0.079801,0.108367
BRCA1_hg38_c3.bed,TBX2_hg38_c3.bed,0.111170,0.136409
CTCF_hg38_c3.bed,TBX2_hg38_c3.bed,0.117006,0.156138
BRCA1_hg38_c3.bed,TBX3_hg38_c3.bed,0.057684,0.073805
CTCF_hg38_c3.bed,TBX3_hg38_c3.bed,0.014035,0.020366
BRCA1_hg38_c3.bed,TBX5_hg38_c3.bed,0.070541,0.096956
CTCF_hg38_c3.bed,TBX5_hg38_c3.bed,0.043027,0.055548
BRCA1_hg38_c3.bed,TCF12_hg38_c3.bed,0.112107,0.135636
CTCF_hg38_c3.bed,TCF12_hg38_c3.bed,0.173580,0.225229
BRCA1_hg38_c3.bed,TCF21_hg38_c3.bed,0.075637,0.098132
CTCF_hg38_c3.bed,TCF21_hg38_c3.bed,0.034793,0.047628
BRCA1_hg38_c3.bed,TCF25_hg38_c3.bed,0.076310,0.097655
CTCF_hg38_c3.bed,TCF25_hg38_c3.bed,0.010868,0.016089
BRCA1_hg38_c3.bed,TCF3-PBX1_hg38_c3.bed,0.006122,0.007789
CTCF_hg38_c3.bed,TCF3-PBX1_hg38_c3.bed,0.005747,0.007791
BRCA1_hg38_c3.bed,TCF3_hg38_c3.bed,0.105265,0.130075
CTCF_hg38_c3.bed,TCF3_hg38_c3.bed,0.145052,0.188632
BRCA1_hg38_c3.bed,TCF4_hg38_c3.bed,0.094125,0.120106
CTCF_hg38_c3.bed,TCF4_hg38_c3.bed,0.072303,0.095923
BRCA1_hg38_c3.bed,TCF7L2_hg38_c3.bed,0.153441,0.185362
CTCF_hg38_c3.bed,TCF7L2_hg38_c3.bed,0.105704,0.143301
BRCA1_hg38_c3.bed,TCF7_hg38_c3.bed,0.140744,0.169932
CTCF_hg38_c3.bed,TCF7_hg38_c3.bed,0.119408,0.159860
BRCA1_hg38_c3.bed,TCFL5_hg38_c3.bed,0.006344,0.008079
CTCF_hg38_c3.bed,TCFL5_hg38_c3.bed,0.001974,0.002856
BRCA1_hg38_c3.bed,TCOF1_hg38_c3.bed,0.001935,0.002376
CTCF_hg38_c3.bed,TCOF1_hg38_c3.bed,0.000266,0.000366
BRCA1_hg38_c3.bed,TEAD1_hg38_c3.bed,0.094679,0.120722
CTCF_hg38_c3.bed,TEAD1_hg38_c3.bed,0.105600,0.139605
BRCA1_hg38_c3.bed,TEAD2_hg38_c3.bed,0.005914,0.007582
CTCF_hg38_c3.bed,TEAD2_hg38_c3.bed,0.001542,0.002223
BRCA1_hg38_c3.bed,TEAD4_hg38_c3.bed,0.090208,0.114931
CTCF_hg38_c3.bed,TEAD4_hg38_c3.bed,0.158816,0.205235
BRCA1_hg38_c3.bed,TERF1_hg38_c3.bed,0.049937,0.069722
CTCF_hg38_c3.bed,TERF1_hg38_c3.bed,0.031043,0.042999
BRCA1_hg38_c3.bed,TERF2_hg38_c3.bed,0.039735,0.055523
CTCF_hg38_c3.bed,TERF2_hg38_c3.bed,0.018430,0.025914
BRCA1_hg38_c3.bed,TERT_hg38_c3.bed,0.004518,0.005196
CTCF_hg38_c3.bed,TERT_hg38_c3.bed,0.000474,0.000661
BRCA1_hg38_c3.bed,TET2_hg38_c3.bed,0.090982,0.120762
CTCF_hg38_c3.bed,TET2_hg38_c3.bed,0.015161,0.021930
BRCA1_hg38_c3.bed,TFAP2A_hg38_c3.bed,0.110420,0.138643
CTCF_hg38_c3.bed,TFAP2A_hg38_c3.bed,0.042645,0.059237
BRCA1_hg38_c3.bed,TFAP2C_hg38_c3.bed,0.110113,0.142528
CTCF_hg38_c3.bed,TFAP2C_hg38_c3.bed,0.118399,0.154223
BRCA1_hg38_c3.bed,TFAP4_hg38_c3.bed,0.138522,0.170805
CTCF_hg38_c3.bed,TFAP4_hg38_c3.bed,0.078388,0.108133
BRCA1_hg38_c3.bed,TFCP2_hg38_c3.bed,0.001203,0.001360
CTCF_hg38_c3.bed,TFCP2_hg38_c3.bed,0.000183,0.000232
BRCA1_hg38_c3.bed,TFDP1_hg38_c3.bed,0.158453,0.198532
CTCF_hg38_c3.bed,TFDP1_hg38_c3.bed,0.028824,0.041851
BRCA1_hg38_c3.bed,TFDP2_hg38_c3.bed,0.168343,0.208991
CTCF_hg38_c3.bed,TFDP2_hg38_c3.bed,0.054810,0.076860
BRCA1_hg38_c3.bed,TFE3_hg38_c3.bed,0.155564,0.191022
CTCF_hg38_c3.bed,TFE3_hg38_c3.bed,0.075249,0.103646
BRCA1_hg38_c3.bed,TFEB_hg38_c3.bed,0.034849,0.043393
CTCF_hg38_c3.bed,TFEB_hg38_c3.bed,0.008465,0.012120
BRCA1_hg38_c3.bed,TFIIIC_hg38_c3.bed,0.139885,0.177426
CTCF_hg38_c3.bed,TFIIIC_hg38_c3.bed,0.035558,0.049557
BRCA1_hg38_c3.bed,TGIF2_hg38_c3.bed,0.128461,0.161256
CTCF_hg38_c3.bed,TGIF2_hg38_c3.bed,0.020223,0.029220
BRCA1_hg38_c3.bed,THAP11_hg38_c3.bed,0.023549,0.032513
CTCF_hg38_c3.bed,THAP11_hg38_c3.bed,0.003626,0.005532
BRCA1_hg38_c3.bed,THAP1_hg38_c3.bed,0.137880,0.174028
CTCF_hg38_c3.bed,THAP1_hg38_c3.bed,0.037954,0.050998
BRCA1_hg38_c3.bed,THRAP3_hg38_c3.bed,0.005719,0.007172
CTCF_hg38_c3.bed,THRAP3_hg38_c3.bed,0.002446,0.003263
BRCA1_hg38_c3.bed,THRA_hg38_c3.bed,0.007992,0.009979
CTCF_hg38_c3.bed,THRA_hg38_c3.bed,0.003253,0.004394
BRCA1_hg38_c3.bed,THRB_hg38_c3.bed,0.127933,0.161106
CTCF_hg38_c3.bed,THRB_hg38_c3.bed,0.045405,0.063818
BRCA1_hg38_c3.bed,TLE3_hg38_c3.bed,0.041335,0.054817
CTCF_hg38_c3.bed,TLE3_hg38_c3.bed,0.033569,0.044971
BRCA1_hg38_c3.bed,TOP1_hg38_c3.bed,0.062194,0.085168
CTCF_hg38_c3.bed,TOP1_hg38_c3.bed,0.010091,0.014750
BRCA1_hg38_c3.bed,TOP2A_hg38_c3.bed,0.003292,0.004072
CTCF_hg38_c3.bed,TOP2A_hg38_c3.bed,0.003048,0.003578
BRCA1_hg38_c3.bed,TOX2_hg38_c3.bed,0.008848,0.011285
CTCF_hg38_c3.bed,TOX2_hg38_c3.bed,0.003580,0.004885
BRCA1_hg38_c3.bed,TP53_hg38_c3.bed,0.109980,0.140860
CTCF_hg38_c3.bed,TP53_hg38_c3.bed,0.164854,0.216290
BRCA1_hg38_c3.bed,TP63_hg38_c3.bed,0.090276,0.121580
CTCF_hg38_c3.bed,TP63_hg38_c3.bed,0.148213,0.187495
BRCA1_hg38_c3.bed,TP73_hg38_c3.bed,0.031694,0.040932
CTCF_hg38_c3.bed,TP73_hg38_c3.bed,0.017281,0.023018
BRCA1_hg38_c3.bed,TRIM22_hg38_c3.bed,0.117004,0.145631
CTCF_hg38_c3.bed,TRIM22_hg38_c3.bed,0.092379,0.125633
BRCA1_hg38_c3.bed,TRIM24_hg38_c3.bed,0.124413,0.155731
CTCF_hg38_c3.bed,TRIM24_hg38_c3.bed,0.096481,0.130003
BRCA1_hg38_c3.bed,TRIM25_hg38_c3.bed,0.105071,0.133429
CTCF_hg38_c3.bed,TRIM25_hg38_c3.bed,0.054221,0.070614
BRCA1_hg38_c3.bed,TRIM28_hg38_c3.bed,0.101589,0.134417
CTCF_hg38_c3.bed,TRIM28_hg38_c3.bed,0.111048,0.145714
BRCA1_hg38_c3.bed,TRIP13_hg38_c3.bed,0.003433,0.004896
CTCF_hg38_c3.bed,TRIP13_hg38_c3.bed,0.001217,0.001761
BRCA1_hg38_c3.bed,TRPS1_hg38_c3.bed,0.075757,0.095789
CTCF_hg38_c3.bed,TRPS1_hg38_c3.bed,0.040246,0.055848
BRCA1_hg38_c3.bed,TRRAP_hg38_c3.bed,0.000140,0.000174
CTCF_hg38_c3.bed,TRRAP_hg38_c3.bed,0.000046,0.000059
BRCA1_hg38_c3.bed,TSC22D4_hg38_c3.bed,0.025755,0.031475
CTCF_hg38_c3.bed,TSC22D4_hg38_c3.bed,0.010032,0.014104
BRCA1_hg38_c3.bed,TSHZ1_hg38_c3.bed,0.070349,0.087517
CTCF_hg38_c3.bed,TSHZ1_hg38_c3.bed,0.014228,0.020663
BRCA1_hg38_c3.bed,TSHZ2_hg38_c3.bed,0.057146,0.072122
CTCF_hg38_c3.bed,TSHZ2_hg38_c3.bed,0.023245,0.031987
BRCA1_hg38_c3.bed,TWIST1_hg38_c3.bed,0.115325,0.144454
CTCF_hg38_c3.bed,TWIST1_hg38_c3.bed,0.063385,0.085823
BRCA1_hg38_c3.bed,T_hg38_c3.bed,0.020723,0.030539
CTCF_hg38_c3.bed,T_hg38_c3.bed,0.265290,0.308298
BRCA1_hg38_c3.bed,U2AF1_hg38_c3.bed,0.166403,0.207149
CTCF_hg38_c3.bed,U2AF1_hg38_c3.bed,0.063066,0.085563
BRCA1_hg38_c3.bed,U2AF2_hg38_c3.bed,0.094386,0.123225
CTCF_hg38_c3.bed,U2AF2_hg38_c3.bed,0.015916,0.023097
BRCA1_hg38_c3.bed,UBN1_hg38_c3.bed,0.119813,0.150502
CTCF_hg38_c3.bed,UBN1_hg38_c3.bed,0.025435,0.036151
BRCA1_hg38_c3.bed,UBTF_hg38_c3.bed,0.175706,0.212943
CTCF_hg38_c3.bed,UBTF_hg38_c3.bed,0.050866,0.069191
BRCA1_hg38_c3.bed,USF1_hg38_c3.bed,0.124902,0.161959
CTCF_hg38_c3.bed,USF1_hg38_c3.bed,0.094715,0.126567
BRCA1_hg38_c3.bed,USF2_hg38_c3.bed,0.140352,0.177402
CTCF_hg38_c3.bed,USF2_hg38_c3.bed,0.082340,0.110813
BRCA1_hg38_c3.bed,USP7_hg38_c3.bed,0.032754,0.044495
CTCF_hg38_c3.bed,USP7_hg38_c3.bed,0.006951,0.009904
BRCA1_hg38_c3.bed,UTX_hg38_c3.bed,0.001476,0.001837
CTCF_hg38_c3.bed,UTX_hg38_c3.bed,0.000477,0.000690
BRCA1_hg38_c3.bed,VDR_hg38_c3.bed,0.138405,0.174112
CTCF_hg38_c3.bed,VDR_hg38_c3.bed,0.101090,0.137288
BRCA1_hg38_c3.bed,VEZF1_hg38_c3.bed,0.126908,0.157138
CTCF_hg38_c3.bed,VEZF1_hg38_c3.bed,0.029471,0.041912
BRCA1_hg38_c3.bed,WDHD1_hg38_c3.bed,0.060278,0.076903
CTCF_hg38_c3.bed,WDHD1_hg38_c3.bed,0.010031,0.014858
BRCA1_hg38_c3.bed,WDR5_hg38_c3.bed,0.145293,0.183099
CTCF_hg38_c3.bed,WDR5_hg38_c3.bed,0.047179,0.063731
BRCA1_hg38_c3.bed,WRNIP1_hg38_c3.bed,0.000804,0.000987
CTCF_hg38_c3.bed,WRNIP1_hg38_c3.bed,0.000096,0.000135
BRCA1_hg38_c3.bed,WT1_hg38_c3.bed,0.129387,0.163455
CTCF_hg38_c3.bed,WT1_hg38_c3.bed,0.038128,0.054155
BRCA1_hg38_c3.bed,XBP1_hg38_c3.bed,0.127984,0.163743
CTCF_hg38_c3.bed,XBP1_hg38_c3.bed,0.041607,0.058875
BRCA1_hg38_c3.bed,XRCC3_hg38_c3.bed,0.000312,0.000302
CTCF_hg38_c3.bed,XRCC3_hg38_c3.bed,0.000242,0.000318
BRCA1_hg38_c3.bed,XRCC5_hg38_c3.bed,0.148948,0.186034
CTCF_hg38_c3.bed,XRCC5_hg38_c3.bed,0.085228,0.115516
BRCA1_hg38_c3.bed,XRN2_hg38_c3.bed,0.113358,0.140038
CTCF_hg38_c3.bed,XRN2_hg38_c3.bed,0.015733,0.021612
BRCA1_hg38_c3.bed,YAP1_hg38_c3.bed,0.127457,0.165193
CTCF_hg38_c3.bed,YAP1_hg38_c3.bed,0.038676,0.054599
BRCA1_hg38_c3.bed,YBX1_hg38_c3.bed,0.008580,0.010760
CTCF_hg38_c3.bed,YBX1_hg38_c3.bed,0.007368,0.009471
BRCA1_hg38_c3.bed,YBX3_hg38_c3.bed,0.006616,0.008903
CTCF_hg38_c3.bed,YBX3_hg38_c3.bed,0.001885,0.002694
BRCA1_hg38_c3.bed,YY1AP1_hg38_c3.bed,0.134395,0.166982
CTCF_hg38_c3.bed,YY1AP1_hg38_c3.bed,0.078480,0.108618
BRCA1_hg38_c3.bed,YY1_hg38_c3.bed,0.087465,0.108889
CTCF_hg38_c3.bed,YY1_hg38_c3.bed,0.220784,0.279364
BRCA1_hg38_c3.bed,YY2_hg38_c3.bed,0.114093,0.146807
CTCF_hg38_c3.bed,YY2_hg38_c3.bed,0.020592,0.029772
BRCA1_hg38_c3.bed,ZBED1_hg38_c3.bed,0.106486,0.130879
CTCF_hg38_c3.bed,ZBED1_hg38_c3.bed,0.028869,0.040310
BRCA1_hg38_c3.bed,ZBED2_hg38_c3.bed,0.040863,0.052699
CTCF_hg38_c3.bed,ZBED2_hg38_c3.bed,0.005681,0.008321
BRCA1_hg38_c3.bed,ZBED4_hg38_c3.bed,0.158668,0.195468
CTCF_hg38_c3.bed,ZBED4_hg38_c3.bed,0.069984,0.096895
BRCA1_hg38_c3.bed,ZBTB10_hg38_c3.bed,0.126693,0.162396
CTCF_hg38_c3.bed,ZBTB10_hg38_c3.bed,0.026253,0.037119
BRCA1_hg38_c3.bed,ZBTB11_hg38_c3.bed,0.137856,0.178600
CTCF_hg38_c3.bed,ZBTB11_hg38_c3.bed,0.030651,0.043957
BRCA1_hg38_c3.bed,ZBTB12_hg38_c3.bed,0.119921,0.152179
CTCF_hg38_c3.bed,ZBTB12_hg38_c3.bed,0.021899,0.032297
BRCA1_hg38_c3.bed,ZBTB14_hg38_c3.bed,0.153678,0.185049
CTCF_hg38_c3.bed,ZBTB14_hg38_c3.bed,0.026243,0.035594
BRCA1_hg38_c3.bed,ZBTB16_hg38_c3.bed,0.041023,0.052614
CTCF_hg38_c3.bed,ZBTB16_hg38_c3.bed,0.015075,0.021057
BRCA1_hg38_c3.bed,ZBTB18_hg38_c3.bed,0.016744,0.021920
CTCF_hg38_c3.bed,ZBTB18_hg38_c3.bed,0.002863,0.004236
BRCA1_hg38_c3.bed,ZBTB1_hg38_c3.bed,0.146052,0.186170
CTCF_hg38_c3.bed,ZBTB1_hg38_c3.bed,0.080199,0.107502
BRCA1_hg38_c3.bed,ZBTB20_hg38_c3.bed,0.126218,0.164627
CTCF_hg38_c3.bed,ZBTB20_hg38_c3.bed,0.040774,0.058105
BRCA1_hg38_c3.bed,ZBTB21_hg38_c3.bed,0.176396,0.216750
CTCF_hg38_c3.bed,ZBTB21_hg38_c3.bed,0.060785,0.084759
BRCA1_hg38_c3.bed,ZBTB24_hg38_c3.bed,0.061488,0.082423
CTCF_hg38_c3.bed,ZBTB24_hg38_c3.bed,0.021827,0.030505
BRCA1_hg38_c3.bed,ZBTB26_hg38_c3.bed,0.176169,0.221096
CTCF_hg38_c3.bed,ZBTB26_hg38_c3.bed,0.035623,0.050413
BRCA1_hg38_c3.bed,ZBTB2_hg38_c3.bed,0.125665,0.154375
CTCF_hg38_c3.bed,ZBTB2_hg38_c3.bed,0.183147,0.231956
BRCA1_hg38_c3.bed,ZBTB33_hg38_c3.bed,0.104256,0.135826
CTCF_hg38_c3.bed,ZBTB33_hg38_c3.bed,0.091704,0.121675
BRCA1_hg38_c3.bed,ZBTB40_hg38_c3.bed,0.109109,0.143779
CTCF_hg38_c3.bed,ZBTB40_hg38_c3.bed,0.061809,0.085928
BRCA1_hg38_c3.bed,ZBTB42_hg38_c3.bed,0.082079,0.104312
CTCF_hg38_c3.bed,ZBTB42_hg38_c3.bed,0.031768,0.044566
BRCA1_hg38_c3.bed,ZBTB44_hg38_c3.bed,0.106852,0.131700
CTCF_hg38_c3.bed,ZBTB44_hg38_c3.bed,0.032539,0.045700
BRCA1_hg38_c3.bed,ZBTB48_hg38_c3.bed,0.114697,0.150911
CTCF_hg38_c3.bed,ZBTB48_hg38_c3.bed,0.099288,0.130768
BRCA1_hg38_c3.bed,ZBTB49_hg38_c3.bed,0.001342,0.001670
CTCF_hg38_c3.bed,ZBTB49_hg38_c3.bed,0.000231,0.000335
BRCA1_hg38_c3.bed,ZBTB5_hg38_c3.bed,0.015429,0.019071
CTCF_hg38_c3.bed,ZBTB5_hg38_c3.bed,0.006562,0.008711
BRCA1_hg38_c3.bed,ZBTB6_hg38_c3.bed,0.101375,0.130784
CTCF_hg38_c3.bed,ZBTB6_hg38_c3.bed,0.031243,0.043460
BRCA1_hg38_c3.bed,ZBTB7A_hg38_c3.bed,0.112773,0.142564
CTCF_hg38_c3.bed,ZBTB7A_hg38_c3.bed,0.149544,0.191451
BRCA1_hg38_c3.bed,ZBTB7B_hg38_c3.bed,0.139118,0.174507
CTCF_hg38_c3.bed,ZBTB7B_hg38_c3.bed,0.083465,0.113585
BRCA1_hg38_c3.bed,ZBTB8A_hg38_c3.bed,0.141031,0.183266
CTCF_hg38_c3.bed,ZBTB8A_hg38_c3.bed,0.041452,0.059673
BRCA1_hg38_c3.bed,ZC3H11A_hg38_c3.bed,0.030183,0.039302
CTCF_hg38_c3.bed,ZC3H11A_hg38_c3.bed,0.004502,0.006563
BRCA1_hg38_c3.bed,ZC3H8_hg38_c3.bed,0.051383,0.068293
CTCF_hg38_c3.bed,ZC3H8_hg38_c3.bed,0.012984,0.018754
BRCA1_hg38_c3.bed,ZEB1_hg38_c3.bed,0.160755,0.199642
CTCF_hg38_c3.bed,ZEB1_hg38_c3.bed,0.096959,0.129336
BRCA1_hg38_c3.bed,ZEB2_hg38_c3.bed,0.133583,0.166474
CTCF_hg38_c3.bed,ZEB2_hg38_c3.bed,0.087436,0.122234
BRCA1_hg38_c3.bed,ZFP14_hg38_c3.bed,0.002238,0.003039
CTCF_hg38_c3.bed,ZFP14_hg38_c3.bed,0.000553,0.000790
BRCA1_hg38_c3.bed,ZFP28_hg38_c3.bed,0.002440,0.002984
CTCF_hg38_c3.bed,ZFP28_hg38_c3.bed,0.001181,0.001469
BRCA1_hg38_c3.bed,ZFP36_hg38_c3.bed,0.126945,0.162896
CTCF_hg38_c3.bed,ZFP36_hg38_c3.bed,0.078904,0.107071
BRCA1_hg38_c3.bed,ZFP37_hg38_c3.bed,0.177306,0.220051
CTCF_hg38_c3.bed,ZFP37_hg38_c3.bed,0.041522,0.059048
BRCA1_hg38_c3.bed,ZFP3_hg38_c3.bed,0.138178,0.173650
CTCF_hg38_c3.bed,ZFP3_hg38_c3.bed,0.106744,0.144009
BRCA1_hg38_c3.bed,ZFP41_hg38_c3.bed,0.001781,0.002306
CTCF_hg38_c3.bed,ZFP41_hg38_c3.bed,0.000261,0.000377
BRCA1_hg38_c3.bed,ZFP42_hg38_c3.bed,0.022272,0.029659
CTCF_hg38_c3.bed,ZFP42_hg38_c3.bed,0.004326,0.006334
BRCA1_hg38_c3.bed,ZFP57_hg38_c3.bed,0.006092,0.007593
CTCF_hg38_c3.bed,ZFP57_hg38_c3.bed,0.008800,0.010570
